@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.34]\'','\'(0.34-0.58]\'','\'(0.58-0.82]\'','\'(0.82-1.06]\'','\'(1.06-1.3]\'','\'(1.3-1.54]\'','\'(1.54-1.78]\'','\'(1.78-2.02]\'','\'(2.02-2.26]\'','\'(2.26-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.336794,'\'(-inf-0.34]\'',5.1,3.5,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.9,3,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',4.7,3.2,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',4.6,3.1,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',5,3.6,Iris-setosa
-1.166767,'\'(0.34-0.58]\'',5.4,3.9,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.6,3.4,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5,3.4,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.4,2.9,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',4.9,3.1,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.4,3.7,Iris-setosa
-1.223442,'\'(-inf-0.34]\'',4.8,3.4,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.8,3,Iris-setosa
-1.506822,'\'(-inf-0.34]\'',4.3,3,Iris-setosa
-1.450146,'\'(-inf-0.34]\'',5.8,4,Iris-setosa
-1.280118,'\'(0.34-0.58]\'',5.7,4.4,Iris-setosa
-1.39347,'\'(0.34-0.58]\'',5.4,3.9,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',5.1,3.5,Iris-setosa
-1.166767,'\'(-inf-0.34]\'',5.7,3.8,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.1,3.8,Iris-setosa
-1.166767,'\'(-inf-0.34]\'',5.4,3.4,Iris-setosa
-1.280118,'\'(0.34-0.58]\'',5.1,3.7,Iris-setosa
-1.563497,'\'(-inf-0.34]\'',4.6,3.6,Iris-setosa
-1.166767,'\'(0.34-0.58]\'',5.1,3.3,Iris-setosa
-1.053415,'\'(-inf-0.34]\'',4.8,3.4,Iris-setosa
-1.223442,'\'(-inf-0.34]\'',5,3,Iris-setosa
-1.223442,'\'(0.34-0.58]\'',5,3.4,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.2,3.5,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',5.2,3.4,Iris-setosa
-1.223442,'\'(-inf-0.34]\'',4.7,3.2,Iris-setosa
-1.223442,'\'(-inf-0.34]\'',4.8,3.1,Iris-setosa
-1.280118,'\'(0.34-0.58]\'',5.4,3.4,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.2,4.1,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',5.5,4.2,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',4.9,3.1,Iris-setosa
-1.450146,'\'(-inf-0.34]\'',5,3.2,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',5.5,3.5,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',4.9,3.1,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',4.4,3,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.1,3.4,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',5,3.5,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',4.5,2.3,Iris-setosa
-1.39347,'\'(-inf-0.34]\'',4.4,3.2,Iris-setosa
-1.223442,'\'(0.58-0.82]\'',5,3.5,Iris-setosa
-1.053415,'\'(0.34-0.58]\'',5.1,3.8,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.8,3,Iris-setosa
-1.223442,'\'(-inf-0.34]\'',5.1,3.8,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',4.6,3.2,Iris-setosa
-1.280118,'\'(-inf-0.34]\'',5.3,3.7,Iris-setosa
-1.336794,'\'(-inf-0.34]\'',5,3.3,Iris-setosa
0.533509,'\'(1.3-1.54]\'',7,3.2,Iris-versicolor
0.420157,'\'(1.3-1.54]\'',6.4,3.2,Iris-versicolor
0.64686,'\'(1.3-1.54]\'',6.9,3.1,Iris-versicolor
0.136778,'\'(1.06-1.3]\'',5.5,2.3,Iris-versicolor
0.476833,'\'(1.3-1.54]\'',6.5,2.8,Iris-versicolor
0.420157,'\'(1.06-1.3]\'',5.7,2.8,Iris-versicolor
0.533509,'\'(1.54-1.78]\'',6.3,3.3,Iris-versicolor
-0.259953,'\'(0.82-1.06]\'',4.9,2.4,Iris-versicolor
0.476833,'\'(1.06-1.3]\'',6.6,2.9,Iris-versicolor
0.080102,'\'(1.3-1.54]\'',5.2,2.7,Iris-versicolor
-0.146601,'\'(0.82-1.06]\'',5,2,Iris-versicolor
0.250129,'\'(1.3-1.54]\'',5.9,3,Iris-versicolor
0.136778,'\'(0.82-1.06]\'',6,2.2,Iris-versicolor
0.533509,'\'(1.3-1.54]\'',6.1,2.9,Iris-versicolor
-0.089926,'\'(1.06-1.3]\'',5.6,2.9,Iris-versicolor
0.363481,'\'(1.3-1.54]\'',6.7,3.1,Iris-versicolor
0.420157,'\'(1.3-1.54]\'',5.6,3,Iris-versicolor
0.193454,'\'(0.82-1.06]\'',5.8,2.7,Iris-versicolor
0.420157,'\'(1.3-1.54]\'',6.2,2.2,Iris-versicolor
0.080102,'\'(1.06-1.3]\'',5.6,2.5,Iris-versicolor
0.590184,'\'(1.78-2.02]\'',5.9,3.2,Iris-versicolor
0.136778,'\'(1.06-1.3]\'',6.1,2.8,Iris-versicolor
0.64686,'\'(1.3-1.54]\'',6.3,2.5,Iris-versicolor
0.533509,'\'(1.06-1.3]\'',6.1,2.8,Iris-versicolor
0.306805,'\'(1.06-1.3]\'',6.4,2.9,Iris-versicolor
0.363481,'\'(1.3-1.54]\'',6.6,3,Iris-versicolor
0.590184,'\'(1.3-1.54]\'',6.8,2.8,Iris-versicolor
0.703536,'\'(1.54-1.78]\'',6.7,3,Iris-versicolor
0.420157,'\'(1.3-1.54]\'',6,2.9,Iris-versicolor
-0.146601,'\'(0.82-1.06]\'',5.7,2.6,Iris-versicolor
0.023426,'\'(1.06-1.3]\'',5.5,2.4,Iris-versicolor
-0.03325,'\'(0.82-1.06]\'',5.5,2.4,Iris-versicolor
0.080102,'\'(1.06-1.3]\'',5.8,2.7,Iris-versicolor
0.760212,'\'(1.54-1.78]\'',6,2.7,Iris-versicolor
0.420157,'\'(1.3-1.54]\'',5.4,3,Iris-versicolor
0.420157,'\'(1.54-1.78]\'',6,3.4,Iris-versicolor
0.533509,'\'(1.3-1.54]\'',6.7,3.1,Iris-versicolor
0.363481,'\'(1.06-1.3]\'',6.3,2.3,Iris-versicolor
0.193454,'\'(1.06-1.3]\'',5.6,3,Iris-versicolor
0.136778,'\'(1.06-1.3]\'',5.5,2.5,Iris-versicolor
0.363481,'\'(1.06-1.3]\'',5.5,2.6,Iris-versicolor
0.476833,'\'(1.3-1.54]\'',6.1,3,Iris-versicolor
0.136778,'\'(1.06-1.3]\'',5.8,2.6,Iris-versicolor
-0.259953,'\'(0.82-1.06]\'',5,2.3,Iris-versicolor
0.250129,'\'(1.06-1.3]\'',5.6,2.7,Iris-versicolor
0.250129,'\'(1.06-1.3]\'',5.7,3,Iris-versicolor
0.250129,'\'(1.06-1.3]\'',5.7,2.9,Iris-versicolor
0.306805,'\'(1.06-1.3]\'',6.2,2.9,Iris-versicolor
-0.429981,'\'(1.06-1.3]\'',5.1,2.5,Iris-versicolor
0.193454,'\'(1.06-1.3]\'',5.7,2.8,Iris-versicolor
1.270294,'\'(2.26-inf)\'',6.3,3.3,Iris-virginica
0.760212,'\'(1.78-2.02]\'',5.8,2.7,Iris-virginica
1.213619,'\'(2.02-2.26]\'',7.1,3,Iris-virginica
