@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-0.897674,0.067797,3.5,0.2,Iris-setosa
-1.1392,0.067797,3,0.2,Iris-setosa
-1.380727,0.050847,3.2,0.2,Iris-setosa
-1.50149,0.084746,3.1,0.2,Iris-setosa
-1.018437,0.067797,3.6,0.2,Iris-setosa
-0.535384,0.118644,3.9,0.4,Iris-setosa
-1.50149,0.067797,3.4,0.3,Iris-setosa
-1.018437,0.084746,3.4,0.2,Iris-setosa
-1.743017,0.067797,2.9,0.2,Iris-setosa
-1.1392,0.084746,3.1,0.1,Iris-setosa
-0.535384,0.084746,3.7,0.2,Iris-setosa
-1.259964,0.101695,3.4,0.2,Iris-setosa
-1.259964,0.067797,3,0.1,Iris-setosa
-1.86378,0.016949,3,0.1,Iris-setosa
-0.052331,0.033898,4,0.2,Iris-setosa
-0.173094,0.084746,4.4,0.4,Iris-setosa
-0.535384,0.050847,3.9,0.4,Iris-setosa
-0.897674,0.067797,3.5,0.3,Iris-setosa
-0.173094,0.118644,3.8,0.3,Iris-setosa
-0.897674,0.084746,3.8,0.3,Iris-setosa
-0.535384,0.118644,3.4,0.2,Iris-setosa
-0.897674,0.084746,3.7,0.4,Iris-setosa
-1.50149,0,3.6,0.2,Iris-setosa
-0.897674,0.118644,3.3,0.5,Iris-setosa
-1.259964,0.152542,3.4,0.2,Iris-setosa
-1.018437,0.101695,3,0.2,Iris-setosa
-1.018437,0.101695,3.4,0.4,Iris-setosa
-0.776911,0.084746,3.5,0.2,Iris-setosa
-0.776911,0.067797,3.4,0.2,Iris-setosa
